bin,case,status_group,zip,in_outbreak_zip,community_board,nta,lat,lon,n_towers,n_active_towers,reg_age_days,n_samples,never_sampled,days_since_last_sample,n_samples_12mo,n_samples_24mo,median_gap_days,max_gap_days,overdue_90d,n_inspections,n_violations,n_citations,ever_violation,n_violation_types,days_since_last_inspection
1087674,0,,10016,0,106,MN20,40.748773,-73.980092,1,1,3955,6,0,16,6,6,29,196,0,14,7,5,1,2,414
1035427,0,,10017,0,,MN17,40.756951,-73.97783,2,2,3942,8,0,27,8,8,37,85,0,52,39,24,1,3,786
1035762,0,,10022,0,105,MN17,40.761552,-73.974681,1,3,3948,5,0,15,5,5,49.0,197,0,30,26,20,1,3,344
1038638,0,,10022,0,106,MN19,40.761231,-73.965859,1,1,2961,7,0,9,7,7,56.5,78,0,15,8,6,1,3,1021
1038634,0,,,0,,MN19,40.760442,-73.964888,1,1,3963,7,0,9,7,7,30.5,143,0,18,11,7,1,3,491
1036887,0,,10022,0,106,MN19,40.760801,-73.968869,1,1,3758,2,0,15,2,2,27,27,0,19,13,7,1,2,435
1024919,0,,10019,0,,MN17,40.766964,-73.980015,1,1,3956,5,0,30,5,5,49.0,196,0,23,14,11,1,3,111
1089746,0,,10038,0,101,MN25,40.706044,-74.0051,1,1,3960,6,0,2,6,6,29,169,0,14,8,7,1,3,1270
1087934,0,,10016,0,105,MN17,40.747939,-73.982839,2,2,3958,8,0,10,8,8,42,87,0,39,21,15,1,3,345
1071438,0,,10017,0,105,MN20,40.752279,-73.981748,1,1,3961,7,0,2,7,7,56.0,83,0,9,5,4,1,3,192
1000003,0,,10004,0,101,MN25,40.701422,-74.011552,1,1,3943,4,0,16,4,4,41,231,0,27,19,11,1,3,682
1066841,0,,10012,0,102,MN23,40.726789,-73.994465,1,1,3530,4,0,2,4,4,41,204,0,7,2,1,1,2,525
1016177,0,,10003,0,,MN13,40.738382,-73.988431,1,1,3942,2,0,28,2,2,28,28,0,24,17,11,1,3,1077
1024665,0,,10036,0,,MN17,40.756349,-73.988742,1,1,3963,5,0,22,5,5,66.0,89,0,36,29,2,1,3,351
1001012,0,,10005,0,,MN25,40.707006,-74.008721,1,1,3941,2,0,17,2,2,321,321,0,9,0,0,0,0,1186
1005645,0,,10002,0,103,MN27,40.71864,-73.993586,1,1,3977,3,0,3,3,3,28.0,28,0,23,11,0,1,3,303
1012345,0,,10011,0,104,MN13,40.748393,-74.005836,1,1,3955,5,0,9,5,5,70.5,85,0,19,13,10,1,3,842
1087511,0,,10023,0,,MN14,40.777265,-73.977372,1,1,3962,4,0,20,4,4,29,190,0,21,13,7,1,3,954
1041821,0,,10075,1,,MN40,40.775323,-73.963263,1,1,3964,6,0,13,6,6,61,78,0,15,8,6,1,3,142
1088856,0,,10014,0,102,MN23,40.741249,-74.006117,1,1,3942,6,0,2,6,6,84,90,0,15,9,7,1,2,162
1035369,0,,10017,0,,MN17,40.754588,-73.978907,1,1,3948,4,0,17,4,4,40,183,0,24,20,15,1,3,1077
1081023,0,,10023,0,107,MN14,40.773542,-73.98345,2,5,3968,11,0,2,11,11,22.0,78,0,31,19,15,1,3,792
1008512,0,,10003,0,102,MN23,40.727591,-73.993365,1,1,3691,5,0,22,5,5,24.5,183,0,11,5,4,1,3,155
1083953,0,,10029,0,111,MN33,40.790479,-73.939423,1,1,3460,6,0,20,6,6,84,111,0,47,44,32,1,3,574
1012826,0,,10001,0,,MN13,40.748337,-74.000386,1,1,3955,1,0,21,1,1,,,0,12,6,5,1,3,506
1035792,0,,10022,0,105,MN17,40.762562,-73.974247,1,1,1539,11,0,15,11,11,21.5,82,0,23,17,11,1,3,212
1076176,0,,10019,0,,MN17,40.76378,-73.978976,1,1,3942,4,0,28,4,4,84,86,0,11,4,3,1,3,875
1075639,0,,10022,0,108,MN40,40.762508,-73.968555,1,4,3955,5,0,14,5,5,66.0,89,0,28,26,24,1,3,253
1087664,1,B_doh0710_expected,10128,1,108,MN32,40.780515,-73.948156,1,1,3949,4,0,14,4,4,58,210,0,39,35,24,1,3,441
1081128,0,,10019,0,,MN17,40.761276,-73.976742,1,8,3977,4,0,10,4,4,61,184,0,18,11,7,1,3,889
1041920,0,,10022,0,108,MN40,40.76309,-73.967562,1,1,2134,6,0,20,6,6,31,201,0,12,3,2,1,3,412
1001280,0,,10038,0,,MN25,40.709521,-74.005796,2,2,3957,3,0,13,3,3,140.5,251,0,26,12,8,1,2,385
1018015,0,,10010,0,106,MN21,40.739398,-73.984808,1,1,1904,5,0,21,5,5,79.0,87,0,23,18,0,1,3,430
1018131,0,,10016,0,105,MN21,40.741695,-73.983162,1,2,3311,10,0,2,10,10,20,80,0,21,17,12,1,3,966
1086135,0,,10019,0,105,MN17,40.765292,-73.982051,2,3,3957,9,0,13,9,9,22.5,84,0,23,10,7,1,2,514
1001005,0,,10005,0,101,MN25,40.706324,-74.009396,1,2,3958,6,0,7,6,6,46,87,0,13,5,4,1,3,904
1006849,0,,10003,0,,MN22,40.730861,-73.986942,1,1,3978,1,0,23,1,1,,,0,35,30,20,1,3,399
1015900,0,,10018,0,105,MN17,40.7498,-73.98408,1,1,3844,5,0,7,5,5,22.0,241,0,18,9,5,1,2,443
1083645,0,,10018,0,105,MN17,40.750753,-73.986108,2,2,2642,7,0,2,7,7,33.5,90,0,12,0,0,0,0,161
1083929,0,,10029,0,111,MN33,40.78455,-73.943779,2,4,3969,9,0,8,9,9,40.0,69,0,53,36,0,1,3,441
1036154,0,,10017,0,105,MN20,40.751644,-73.976569,1,1,244,4,0,6,4,4,36,80,0,1,0,0,0,0,218
1082351,0,,10027,0,109,MN09,40.80908,-73.963121,1,1,3474,5,0,16,5,5,75.5,140,0,19,12,9,1,3,146
1036151,0,,10017,0,,MN20,40.751601,-73.977514,1,1,3963,6,0,2,6,6,84,85,0,13,8,4,1,2,176
1053900,0,,10037,0,110,MN03,40.813638,-73.936992,1,1,3961,4,0,2,4,4,28,271,0,34,27,0,1,3,337
1001013,0,,10005,0,101,MN25,40.707158,-74.008793,1,1,3958,5,0,7,5,5,47.0,203,0,11,2,2,1,2,391
1041430,0,,10021,0,108,MN40,40.771513,-73.964832,1,1,3916,2,0,27,2,2,301,301,0,10,4,2,1,2,566
1090184,0,,10019,0,105,MN17,40.767164,-73.979787,1,2,3222,5,0,30,5,5,52.5,79,0,13,8,3,1,2,1241
1090671,0,,10013,0,02,MN24,40.724496,-74.006029,1,1,1882,5,0,20,5,5,69.5,142,0,5,0,0,0,0,394
1090434,1,B_doh0710_expected,10029,0,111,MN33,40.78459,-73.946849,1,2,3336,3,0,22,3,3,150.5,268,0,19,10,0,1,3,266
1046842,0,,10028,1,,MN40,40.781034,-73.959967,2,2,3283,9,0,14,9,9,32.0,90,0,33,20,13,1,3,139
1000058,0,,10281,0,101,MN25,40.71153,-74.015673,2,2,3965,7,0,16,7,7,49.0,89,0,23,10,6,1,3,538
1035037,0,,10019,0,,MN17,40.763837,-73.977138,1,1,3970,5,0,16,5,5,76.0,89,0,36,30,21,1,3,463
1030930,0,,10023,0,,MN14,40.779006,-73.986055,1,1,3955,4,0,20,4,4,68,219,0,31,24,18,1,3,493
1089836,0,,10001,0,104,MN13,40.752697,-74.002534,1,1,3251,4,0,9,4,4,64,170,0,14,9,6,1,3,708
1036223,0,,10017,0,105,MN19,40.756449,-73.974495,2,2,3962,6,0,15,6,6,84,87,0,9,1,1,1,1,995
1036462,0,,10022,0,106,MN19,40.756917,-73.969976,1,1,3970,5,0,21,5,5,83.0,84,0,8,1,1,1,1,174
1001050,0,,10006,0,101,MN25,40.709082,-74.013118,1,1,3955,3,0,29,3,3,150.0,272,0,24,18,12,1,3,483
1083641,0,,10018,0,,MN17,40.750488,-73.986888,1,1,3968,2,0,28,2,2,28,28,0,28,20,13,1,3,818
1008789,0,,10003,0,,MN23,40.728408,-73.993809,1,1,3949,5,0,24,5,5,82.5,89,0,27,19,14,1,3,905
1000005,0,,10004,0,101,MN25,40.702533,-74.012562,2,2,3969,11,0,8,11,11,27.0,76,0,23,8,6,1,3,983
1089862,0,,10001,0,104,MN13,40.752118,-74.001159,1,1,3957,4,0,21,4,4,64,170,0,19,13,12,1,3,246
1034313,0,,10036,0,105,MN17,40.757472,-73.982176,1,1,3961,8,0,21,8,8,31,90,0,21,14,11,1,3,210
1087485,0,,10038,0,101,MN25,40.711237,-74.005396,1,1,3961,1,0,17,1,1,,,0,16,9,6,1,3,832
1087496,0,,10001,0,104,MN13,40.74962,-74.00475,1,1,3944,4,0,24,4,4,78,215,0,8,1,1,1,1,505
1030012,0,,10023,0,107,MN14,40.778482,-73.979202,1,1,337,5,0,10,5,5,29.5,225,0,30,20,13,1,3,267
1000884,0,,10005,0,101,MN25,40.705514,-74.006929,1,1,1847,1,0,23,1,1,,,0,19,12,3,1,2,1248
1082441,0,,10036,0,104,MN15,40.760168,-73.996751,1,1,3969,5,0,27,5,5,81.0,86,0,13,6,6,1,2,132
1034512,0,,10019,0,105,MN17,40.760408,-73.977804,1,1,3375,5,0,22,5,5,67.5,85,0,14,3,3,1,2,457
1082895,0,,10036,0,,MN17,40.755702,-73.979787,1,1,3965,5,0,3,5,5,58.0,129,0,14,7,6,1,2,889
1001216,0,,10038,0,101,MN25,40.709909,-74.008949,1,1,3958,6,0,21,6,6,41,88,0,7,0,0,0,0,867
1004072,0,,10002,0,,MN28,40.715328,-73.983616,1,1,3958,6,0,24,6,6,26,211,0,29,20,13,1,3,462
1051382,0,,10028,1,108,MN32,40.772826,-73.946295,1,1,3956,3,0,20,3,3,29.5,30,0,16,9,7,1,3,667
1022632,0,,10036,0,105,MN17,40.757211,-73.983786,1,1,3961,2,0,24,2,2,262,262,0,15,11,8,1,3,591
1088172,0,,10017,0,106,MN19,40.75137,-73.969884,1,1,3956,4,0,3,4,4,43,189,0,0,0,0,0,0,
1028839,0,,10023,0,107,MN14,40.774116,-73.982229,1,1,3958,2,0,22,2,2,27,27,0,28,19,12,1,3,896
1008820,0,,10003,0,102,MN23,40.730533,-73.995706,1,2,3942,6,0,2,6,6,19,195,0,59,50,39,1,3,794
1039846,0,,10022,0,106,MN19,40.757218,-73.966352,1,1,3530,5,0,21,5,5,67.0,84,0,16,8,6,1,3,650
1030728,0,,10023,0,107,MN12,40.780843,-73.981372,1,1,3943,5,0,6,5,5,87.0,89,0,29,22,16,1,3,805
1035748,0,,10022,0,,MN17,40.76029,-73.973014,1,1,3943,7,0,16,7,7,43.0,89,0,11,5,4,1,3,127
1061339,0,,10031,0,109,MN04,40.825501,-73.947394,1,1,2640,3,0,29,3,3,143.5,238,0,39,31,0,1,3,311
1017936,0,,10003,0,106,MN21,40.737672,-73.986234,1,1,3944,6,0,28,6,6,77,87,0,13,6,5,1,2,867
1035346,0,,10017,0,105,MN17,40.753379,-73.980643,1,1,3962,4,0,65,4,4,87,88,0,0,0,0,0,0,
1090641,0,,10017,0,06,MN19,40.752181,-73.969303,1,1,2312,4,0,37,4,4,88,89,0,7,2,0,1,1,370
1001030,0,,10006,0,101,MN25,40.708624,-74.010998,1,1,3958,3,0,9,3,3,32.0,37,0,22,14,9,1,3,203
1089968,0,,10001,0,,MN13,40.751057,-74.00301,1,1,3320,3,0,9,3,3,82.5,139,0,16,12,10,1,3,1249
1016058,0,,10018,0,,MN17,40.753046,-73.984429,1,1,3969,5,0,22,5,5,45.5,209,0,9,0,0,0,0,1093
1001186,0,,10038,0,101,MN25,40.708783,-74.007189,1,1,3957,4,0,16,4,4,88,134,0,12,6,4,1,3,867
1040849,0,,10065,0,108,MN40,40.764987,-73.970835,1,1,3937,9,0,9,9,9,21.5,90,0,3,0,0,0,0,168
1036510,0,,10022,0,,MN19,40.76001,-73.970404,1,1,3968,8,0,9,8,8,29,79,0,16,9,8,1,3,933
1001100,0,,10038,0,101,MN25,40.709925,-74.009869,1,1,3928,5,0,9,5,5,62.0,182,0,29,21,17,1,3,344
1034217,0,,10036,0,105,MN17,40.756223,-73.983089,1,2,3961,5,0,14,5,5,83.5,89,0,46,34,24,1,3,167
1050368,0,,10075,1,,MN32,40.772442,-73.950224,1,1,3950,2,0,14,2,2,31,31,0,30,25,19,1,3,679
1076207,0,,10018,0,104,MN15,40.758736,-73.996105,1,1,302,10,0,21,10,10,27,87,0,15,11,6,1,2,268
1048762,1,A_doh0710_complete,10028,1,,MN32,40.778155,-73.953996,1,1,3944,0,1,,0,0,,,1,39,33,25,1,3,553
1087118,0,,10016,0,105,MN17,40.745011,-73.984236,1,2,2141,1,0,20,1,1,,,0,18,11,6,1,3,450
1080855,0,,10003,0,102,MN23,40.730879,-73.99313,1,1,3958,6,0,14,6,6,19,240,0,32,19,12,1,3,203
1008650,0,,10012,0,102,MN23,40.728884,-73.998257,1,1,3878,6,0,2,6,6,43,140,0,31,26,17,1,3,1270
1024742,0,,10036,0,105,MN17,40.75924,-73.985168,1,1,3836,5,0,22,5,5,16.0,58,0,37,33,23,1,3,730
1089950,0,,10022,0,106,MN19,40.760271,-73.967411,1,1,3937,5,0,2,5,5,64.0,180,0,27,20,15,1,3,476
1079377,0,,10023,0,107,MN12,40.781241,-73.981819,1,1,1420,4,0,6,4,4,39,231,0,3,0,0,0,0,861
1028789,0,,10023,0,107,MN12,40.779802,-73.977028,1,1,520,6,0,27,6,6,75,85,0,16,15,10,1,3,511
1040848,0,,10065,0,,MN40,40.76526,-73.970904,1,1,3957,3,0,21,3,3,25.5,29,0,14,6,4,1,3,394
1089239,0,,10014,0,,MN23,40.739576,-74.008892,1,1,3955,3,0,135,3,3,79.5,89,1,23,15,9,1,3,841
1004078,0,,10002,0,103,MN28,40.716196,-73.983583,1,1,3961,2,0,332,2,2,13,13,1,32,22,0,1,3,342
1046689,0,,10028,1,108,MN40,40.777907,-73.960976,1,1,3961,2,0,27,2,2,298,298,0,8,1,1,1,1,503
1023455,0,,10019,0,105,MN17,40.764657,-73.978033,1,1,3976,2,0,17,2,2,46,46,0,23,13,9,1,3,323
1035360,0,,10017,0,105,MN17,40.753708,-73.9786,2,2,3936,11,0,8,11,11,24.5,78,0,23,11,6,1,3,532
1087764,0,,10013,0,,MN24,40.722114,-74.00452,1,1,3954,5,0,28,5,5,77.5,85,0,22,14,8,1,3,401
1001064,0,,10006,0,101,MN25,40.710001,-74.01476,1,1,3958,3,0,24,3,3,157.0,287,0,15,7,4,1,2,1248
1041199,0,,10065,0,,MN40,40.769254,-73.968945,1,1,3957,5,0,14,5,5,27.0,190,0,28,23,17,1,3,266
1016902,0,,10016,0,105,MN17,40.743861,-73.985341,1,1,3938,5,0,23,5,5,50.0,204,0,23,18,11,1,3,707
1035775,0,,10022,0,,MN17,40.761179,-73.972681,1,2,3963,4,0,29,4,4,89,89,0,18,10,5,1,3,111
1072007,0,,10065,0,,MN40,40.764517,-73.970315,1,1,3942,5,0,22,5,5,51.0,85,0,24,13,10,1,3,252
1043908,0,,10021,0,108,MN31,40.76724,-73.960653,1,2,3337,2,0,22,2,2,301,301,0,15,9,0,1,3,441
1001791,0,,10013,0,103,MN27,40.71547,-73.998081,1,1,2886,4,0,14,4,4,30,270,0,8,2,1,1,2,848
1045290,0,,,0,108,MN31,40.760554,-73.960336,1,1,2787,7,0,15,7,7,25.5,160,0,15,9,5,1,2,926
1088727,0,,10028,1,108,MN40,40.780683,-73.956814,1,1,3963,3,0,3,3,3,33.5,36,0,36,30,22,1,3,951
1024762,0,,10036,0,105,MN17,40.760351,-73.985427,1,1,3949,5,0,9,5,5,66.5,175,0,16,11,9,1,3,1087
1002128,0,,10013,0,101,MN24,40.719183,-74.007493,1,1,3963,2,0,234,2,2,88,88,1,15,7,5,1,3,546
1088757,0,,10032,0,,MN36,40.844781,-73.943028,1,1,3957,4,0,10,4,4,90,168,0,18,11,8,1,3,310
1027135,0,,10019,0,104,MN15,40.766221,-73.99439,1,1,3007,7,0,5,7,7,57.5,86,0,19,11,7,1,3,882
1007712,0,,10012,0,102,MN24,40.725458,-74.000289,1,1,1560,6,0,24,6,6,28,173,0,19,15,11,1,3,854
1089428,0,,10007,0,101,MN24,40.71242,-74.009011,1,1,3720,6,0,23,6,6,85,89,0,24,19,14,1,3,603
1007234,0,,10012,0,,MN24,40.722317,-73.998788,1,1,3676,9,0,9,9,9,26.0,84,0,38,31,20,1,3,210
1041185,0,,10065,0,108,MN40,40.768456,-73.967869,1,1,3956,0,1,,0,0,,,1,25,19,15,1,3,1022
1040637,0,,10022,0,,MN19,40.758736,-73.960947,1,1,3969,5,0,21,5,5,81.5,89,0,11,7,4,1,3,883
1015292,0,,10011,0,,MN13,40.736658,-73.993638,1,1,3964,4,0,10,4,4,31,275,0,8,1,1,1,1,1093
1014522,0,,10011,0,104,MN13,40.737829,-73.99795,1,1,3928,2,0,267,2,2,20,20,1,42,41,30,1,3,1183
1001163,0,,10038,0,,MN25,40.70741,-74.004736,1,1,3968,8,0,24,8,8,28,85,0,11,1,1,1,1,1059
1002193,0,,10013,0,101,MN24,40.718275,-74.003575,1,1,3571,7,0,17,7,7,57.5,89,0,40,31,22,1,3,266
1066883,0,,10003,0,,MN23,40.731081,-73.995562,1,1,3944,5,0,2,5,5,27.5,238,0,22,15,10,1,3,1091
1028950,0,,10023,0,107,MN14,40.775697,-73.982658,1,1,3958,4,0,3,4,4,17,20,0,29,23,16,1,3,196
1041938,0,,10065,0,108,MN40,40.763312,-73.966912,1,1,3947,1,0,21,1,1,,,0,27,23,16,1,3,490
1035706,0,,10022,0,105,MN17,40.75987,-73.976208,1,1,3718,5,0,15,5,5,74.0,88,0,15,7,6,1,3,112
1090174,0,,10128,1,108,MN32,40.782503,-73.95088,1,1,3780,6,0,22,6,6,84,87,0,27,20,16,1,3,132
1045849,0,,10021,0,108,MN31,40.767301,-73.953429,1,1,3958,4,0,2,4,4,84,180,0,15,3,0,1,1,128
1079877,0,,10013,0,,MN24,40.720807,-74.000094,2,3,2801,5,0,23,5,5,78.5,84,0,26,13,10,1,3,283
1072694,0,,10021,0,,MN31,40.766127,-73.95307,2,2,3957,6,0,2,6,6,29,221,0,36,25,16,1,3,1255
1036456,0,,10022,0,,MN19,40.756151,-73.970944,1,1,3968,2,0,15,2,2,28,28,0,34,28,18,1,3,1023
1009134,0,,10003,0,,MN23,40.733197,-73.991524,1,1,2662,6,0,22,6,6,77,88,0,9,1,1,1,1,806
1015407,0,,10011,0,105,MN13,40.738718,-73.994129,1,1,3944,4,0,27,4,4,87,137,0,44,38,28,1,3,170
1087072,0,,10069,0,,MN14,40.780305,-73.986929,1,1,3968,2,0,21,2,2,293,293,0,20,13,9,1,3,923
1045174,0,,10075,1,108,MN31,40.77065,-73.953929,1,1,3957,3,0,21,3,3,139.5,255,0,45,36,23,1,3,506
1034486,0,,,0,,MN17,40.75733,-73.978606,2,2,3965,11,0,10,11,11,15.0,84,0,39,28,19,1,3,520
1087575,0,,10013,0,,MN24,40.719849,-74.00987,1,1,3971,8,0,21,8,8,28,80,0,25,17,11,1,3,141
1059836,0,,10027,0,109,MN09,40.811922,-73.961353,1,1,2096,2,0,21,2,2,302,302,0,4,2,1,1,2,849
1087141,0,,10036,0,,MN17,40.757543,-73.989005,1,1,3957,3,0,22,3,3,46.0,65,0,20,17,12,1,3,156
1083503,0,,10012,0,,MN23,40.72843,-74.000209,2,2,3941,7,0,3,7,7,17.5,256,0,35,22,16,1,3,422
1078988,0,,10005,0,101,MN25,40.706524,-74.011022,1,1,3530,2,0,24,2,2,28,28,0,19,11,5,1,3,142
1044200,0,,10022,0,108,MN31,40.761299,-73.962137,1,1,3963,7,0,9,7,7,57.0,88,0,26,16,11,1,3,587
1089304,0,,10027,0,110,MN03,40.813206,-73.945218,1,1,3361,7,0,10,7,7,24.0,164,0,47,43,24,1,3,335
1036144,0,,10016,0,,MN20,40.750874,-73.977756,1,2,3970,5,0,23,5,5,69.0,80,0,12,5,4,1,2,863
1089625,0,,10013,0,102,MN24,40.726152,-74.010712,1,1,3961,4,0,2,4,4,29,273,0,27,16,10,1,3,248
1000815,0,,10004,0,,MN25,40.707121,-74.01183,1,4,2250,3,0,17,3,3,19.5,25,0,5,0,0,0,0,850
1032790,0,,10024,0,107,MN12,40.786747,-73.977795,1,1,3963,8,0,45,8,8,21,72,0,18,7,5,1,3,834
1085789,0,,10280,0,101,MN25,40.705574,-74.017958,1,1,3956,7,0,7,7,7,46.0,90,0,22,17,13,1,3,820
1089960,0,,10017,0,6,MN19,40.751197,-73.97336,1,1,2621,3,0,23,3,3,45.0,62,0,8,2,2,1,2,860
1087979,0,,10014,0,102,MN23,40.73756,-74.008899,1,1,3919,3,0,15,3,3,35.5,42,0,29,24,16,1,3,608
1073031,0,,10128,1,108,MN40,40.784614,-73.957855,1,1,3961,2,0,29,2,2,41,41,0,28,24,16,1,3,358
1089871,0,,10011,0,104,MN13,40.747046,-74.006626,1,1,3943,6,0,24,6,6,78,86,0,22,16,11,1,3,876
1001404,0,,10007,0,101,MN24,40.713073,-74.008852,1,1,3948,7,0,7,7,7,62.0,104,0,20,12,10,1,3,169
1015291,0,,10011,0,105,MN13,40.736346,-73.993379,1,1,3965,5,0,8,5,5,88.5,90,0,20,9,7,1,3,764
1001063,0,,10006,0,,MN25,40.709847,-74.013973,2,2,3971,5,0,16,5,5,63.0,175,0,35,26,20,1,3,1064
1001967,0,,10013,0,,MN24,40.717821,-74.006753,1,2,3970,5,0,50,5,5,80.0,90,0,19,13,11,1,3,470
1015583,0,,10010,0,105,MN13,40.741858,-73.989365,1,1,3964,6,0,17,6,6,84,90,0,25,14,8,1,3,610
1087297,0,,10016,0,,MN20,40.741047,-73.973379,1,1,3972,4,0,22,4,4,28,224,0,16,11,9,1,3,351
1017361,0,,10016,0,,MN20,40.750207,-73.979655,1,1,3943,1,0,17,1,1,,,0,41,36,24,1,3,583
1030994,0,,10023,0,,MN14,40.781125,-73.984495,1,1,3975,4,0,20,4,4,41,239,0,29,23,14,1,3,387
1037607,0,,10017,0,,MN19,40.752857,-73.970433,1,1,3922,4,0,21,4,4,27,263,0,29,24,16,1,3,406
1000025,0,,10004,0,,MN25,40.703806,-74.011952,1,1,3971,5,0,30,5,5,81.0,89,0,13,5,4,1,3,177
1087340,0,,10016,0,106,MN20,40.748306,-73.974545,1,1,3956,5,0,3,5,5,72.5,88,0,19,13,9,1,3,575
1013814,0,,10011,0,104,MN13,40.740686,-73.998838,1,1,3961,3,0,23,3,3,154.5,283,0,29,22,18,1,3,148
1015281,0,,10018,0,,MN17,40.753911,-73.986436,3,3,3958,4,0,9,4,4,86,210,0,95,70,55,1,3,202
1081256,1,B_doh0710_expected,10028,1,108,MN40,40.779184,-73.956999,1,1,3957,4,0,16,4,4,25,281,0,16,11,7,1,3,961
1089974,0,,10001,0,104,MN13,40.753296,-73.998192,1,1,1884,5,0,7,5,5,80.5,90,0,6,0,0,0,0,1002
1048679,0,,10028,1,108,MN32,40.776713,-73.955077,1,1,1381,5,0,21,5,5,79.5,88,0,10,8,4,1,2,1023
1001200,0,,10038,0,101,MN25,40.709349,-74.008159,1,1,3957,2,0,293,2,2,52,52,1,42,32,23,1,3,1057
1051499,0,,10029,0,111,MN33,40.793065,-73.951992,2,2,3961,2,0,15,2,2,27,27,0,58,46,0,1,3,293
1016980,0,,10016,0,105,MN17,40.746224,-73.985247,1,1,3535,4,0,15,4,4,27,268,0,43,40,28,1,3,188
1001061,0,,10006,0,,MN25,40.70943,-74.014341,1,1,3961,3,0,23,3,3,45.5,63,0,48,48,35,1,3,203
1044820,0,,10021,0,,MN31,40.76639,-73.958058,1,1,3955,1,0,21,1,1,,,0,32,26,16,1,3,407
1046261,0,,10021,0,108,MN31,40.766653,-73.953271,2,2,3955,9,0,13,9,9,43.0,88,0,25,8,5,1,3,133
1008181,0,,10012,0,102,MN23,40.725724,-73.99409,1,1,1175,5,0,16,5,5,56.0,185,0,2,0,0,0,0,1060
1023760,0,,10019,0,,MN17,40.766173,-73.978517,1,1,3942,7,0,17,7,7,51.0,87,0,21,13,7,1,3,148
1087686,0,,10013,0,,MN24,40.724246,-74.009099,1,1,3958,5,0,3,5,5,29.5,196,0,39,34,21,1,3,374
1035377,0,,10017,0,105,MN17,40.754367,-73.978145,2,2,3968,7,0,9,7,7,45.0,90,0,37,20,16,1,3,616
1001352,0,,10038,0,101,MN25,40.710472,-74.005515,1,1,3954,6,0,14,6,6,83,86,0,10,0,0,0,0,808
1017595,0,,10016,0,,MN20,40.750745,-73.979359,2,2,3962,11,0,7,11,11,28.5,88,0,28,14,12,1,3,526
1087559,0,,10013,0,102,MN24,40.72144,-74.00127,1,1,3944,6,0,7,6,6,81,87,0,10,4,4,1,2,1249
1014290,0,,10001,0,,MN17,40.74829,-73.993121,1,1,3878,7,0,8,7,7,55.0,86,0,19,14,10,1,3,114
1090386,0,,10016,0,105,MN17,40.745815,-73.986452,1,1,2880,5,0,22,5,5,63.5,90,0,8,0,0,0,0,855
1000809,0,,10006,0,101,MN25,40.707106,-74.012234,2,2,3517,7,0,7,7,7,53.0,84,0,78,67,42,1,3,504
1070014,0,,10019,0,,MN17,40.765974,-73.982553,1,1,3963,5,0,28,5,5,83.5,85,0,11,5,4,1,2,876
1080177,0,,10013,0,101,MN24,40.724294,-74.010214,1,1,3705,4,0,17,4,4,54,169,0,12,8,5,1,2,1007
1089406,0,,10019,0,105,MN17,40.759936,-73.976685,1,1,3457,9,0,10,9,9,30.5,77,0,39,32,22,1,3,156
1028260,0,,10023,0,,MN14,40.774246,-73.980594,1,1,3956,1,0,21,1,1,,,0,34,31,22,1,3,861
1014445,0,,10018,0,,MN17,40.752849,-73.990027,2,2,3956,7,0,7,7,7,51.0,85,0,16,0,0,0,0,526
1090662,0,,10128,1,108,MN32,40.782531,-73.947941,1,1,2521,6,0,16,6,6,77,88,0,13,2,2,1,2,577
1048522,0,,10075,1,108,MN32,40.774663,-73.956114,1,1,3955,4,0,10,4,4,62,233,0,34,28,18,1,3,492
1026903,0,,10018,0,104,MN13,40.758686,-73.996163,1,1,3768,5,0,31,5,5,88.0,90,0,1,0,0,0,0,119
1085184,0,,10021,0,108,MN31,40.768582,-73.957876,1,1,3957,6,0,27,6,6,80,90,0,21,15,8,1,3,170
1088724,0,,10018,0,,MN13,40.75706,-73.998166,1,1,3965,4,0,2,4,4,58,89,0,17,9,5,1,3,784
1007041,0,,10013,0,102,MN24,40.721626,-74.001136,1,1,813,6,0,16,6,6,39,168,0,25,21,16,1,3,205
1090209,0,,10019,0,104,MN15,40.764762,-73.986181,1,1,3955,5,0,30,5,5,50.5,173,0,59,54,36,1,3,877
1082303,1,D_added_by0716,10028,1,108,MN32,40.773394,-73.945901,1,1,3962,5,0,10,5,5,53.0,227,0,28,22,14,1,3,959
1009108,0,,10003,0,102,MN23,40.732336,-73.991315,1,1,1828,6,0,22,6,6,66,86,0,20,15,10,1,3,552
1034520,0,,10103,0,105,MN17,40.760136,-73.976862,1,1,3949,5,0,14,5,5,80.5,86,0,62,49,36,1,3,980
1087539,0,,10036,0,,MN15,40.761553,-73.999318,1,1,3950,8,0,22,8,8,20,157,0,26,18,11,1,3,119
1042740,0,,10021,0,108,MN40,40.769338,-73.961793,1,1,3955,5,0,17,5,5,56.5,189,0,17,11,7,1,3,406
1075999,0,,10012,0,102,MN24,40.725431,-73.997893,1,1,3926,4,0,2,4,4,27,268,0,21,13,10,1,3,708
1076266,0,,10017,0,,MN20,40.752936,-73.980741,1,1,3949,4,0,22,4,4,29,208,0,17,12,9,1,3,1259
1028636,0,,10023,0,107,MN14,40.776703,-73.977101,1,1,3955,9,0,2,9,9,20.5,176,0,14,7,4,1,2,504
1086049,0,,10011,0,104,MN13,40.741691,-73.995774,1,1,3957,3,0,9,3,3,83.0,139,0,25,16,10,1,3,170
